pid,last_retrive,likenum,reply,text,time,type
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141821,,2,3,好焦虑 感觉复习不完了 可是现在既不想复习也不想睡觉 只想哭 前两个学期这个时候都在家里 每天可以不受任何干扰按照自己的计划和节奏来 在学校感觉一切都制造焦虑 要不我从这周末开始不进行任何类型社交了 可是躲在寝室还要因为室友老关我空调难受… 我要回家,2023-06-08 03:16:52,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141822,,1,0,"想知道思考题算是中东的重点吗，还是重点是整个PPT
例如土耳其那课的思考题就没有提到居伦运动
# 中东地区的国际关系",2023-06-08 03:17:29,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141823,,1,0,Ins真是好地方啊🌚🌚（🈵意）,2023-06-08 03:19:11,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141824,,2,1,还有没睡的给给吗,2023-06-08 03:23:06,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141825,,2,3,明天等nvpy高考完就出去睡一觉,2023-06-08 03:23:34,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141826,,1,0,啊啊啊啊啊啊啊啊哦哦哦哦哦哦哦啦啦啦啦啦啦咔咔咔咔咔咔嘻嘻嘻嘻嘻嘻嘻吼吼吼吼吼吼吼哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,2023-06-08 03:23:35,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141827,,8,4,"Dear Dolores.
亲爱的德洛丽丝：
When-I-think-of-you,I'm-remindedof-the-
beautiful plains of lowa.
当我想起你，
仿佛看到了爱荷华州美丽的平原。
The distance between us is breaking my
spirit.
我们之间的距离，使我意志消沉。
My time and experiences without you are
meaningless to me.
没有你的时光和旅程对我来说毫无意义。
Falling in love with you was the easiest
thing I have ever done.
与你相爱是我所做过的最容易的决定。
Nothing matters to me but you.
没有什么比你更重要。
And everyday I am alive, I'm aware of this.
在我活着的每一天，
我都会深深的意识到，
I loved you the day I met you,
遇见你的那天我就已爱上你，
I love you today.
And I will love you to rest of my life.
我今天爱你，余生也会继续爱你。",2023-06-08 03:24:31,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
5141828,,4,12,真的好想扇死当时决定修双的自己，已经大三第二学期了，周围的同学一个个课都上的差不多了，室友这学期只选了14学分，期末季也能轻松应对，班上的同学也有很多人实习，但是只有我还在苦大仇深地上课上课，上不完的课，好像在上高六，呵呵，为什么我一点自己的生活都没有呢，永远是要敢去上下一节课，永远是在写课程作业，我明明这么累了，为什么还是看不到头呢，为什么还是学的很糟糕呢，好累啊，好烦啊，好想每张卷子都想交白卷，让我挂20学分的课赶快让我退学吧,2023-06-08 03:26:30,text
